Ticker,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EPS_Growth,EPS_Growth_Source,EPS_Growth_TTMYoY,EPS_Growth_3Y,EPS_Growth_5Y,Rev_Growth,ROE,Op_Margin,Mom_Range,Mom_12M,Rev_Change,Rec_BuyRatio,Shrunk_Ratio,Analyst_Count,Streak_Days,Streak_Days_Raw,Streak_Score,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Consensus_Score,Sentiment_Score,Alpha_Score,Min_Fund_Factor
STRL,Industrials,Construction & Engineering,350.96,34.1429,4.8276,72.95,TTM_YoY,72.95,56.63,41.21,6.2,35.620000000000005,19.68,0.7887856257744734,96.6383,0.09999999999999998,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,30.823863636363633,57.96118309260832,89.77272727272728,69.0340909090909,93.4659090909091,69.43314570943076,75.99431818181819,45.596590909090914,64.6658347493628,30.823863636363633
KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,70.44,23.2527,6.3572,25.45,TTM_YoY,25.45,3.01,3.54,2.8,47.010000000000005,31.42,0.6983154670750383,13.1566,0.0,0.8857142857142857,0.8437499999999999,35.0,90.0,94.25,84.89281911636292,33.4710743801653,58.4710743801653,95.86776859504133,59.090909090909086,48.34710743801652,58.51239669421487,91.73553719008264,88.99844996059474,64.60960734749085,33.4710743801653
UBER,Industrials,Passenger Ground Transportation,84.85,10.5958,3.554,282.23,TTM_YoY,282.23,,,18.25,70.61,8.72,0.5855899419729206,23.7241,0.013387978142076484,0.8166666666666667,0.7961538461538461,60.0,0.0,0.0,0.0,61.90476190476191,93.4700813205486,69.26406926406926,45.8008658008658,63.636363636363626,67.70700327709673,86.14718614718613,51.68831168831168,64.50326495933973,45.8008658008658
NJR,Utilities,Gas Utilities,48.11,14.4413,3.7241,14.03,TTM_YoY,14.03,5.34,14.21,27.79,13.98,39.1,0.6365503080082133,1.4765,0.09090909090909094,0.8181818181818182,0.734375,11.0,0.0,0.0,0.0,51.272727272727266,83.0909090909091,85.0909090909091,25.090909090909093,85.0909090909091,68.92727272727274,74.54545454545453,44.72727272727272,64.08727272727273,25.090909090909093
WBS,Financials,Regional Banks,64.53,11.255,2.72593,21.16,TTM_YoY,21.16,-0.12,1.64,93.49402,9.959999999999999,43.21621,0.9258576171154553,11.3738,0.0,0.8636363636363636,0.8055555555555556,22.0,90.0,94.25,84.89281911636292,63.334097684017436,82.51292588917173,62.56349322159916,57.76710147797628,28.47970648933731,57.46709520298843,87.47993579454254,86.44508912327069,63.262693987044884,28.47970648933731
TNL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",72.41,11.3328,1.1741,3.29,TTM_YoY,3.29,18.11,1.16,3.6,121.75,19.71,0.9011446409989594,39.2768,0.012499999999999956,0.8125,0.75,16.0,0.0,0.0,0.0,76.72811059907835,37.73041474654378,84.7926267281106,82.54816045931858,69.81566820276497,69.68637153433558,61.05990783410138,36.635944700460826,63.07628616756063,37.73041474654378
C,Financials,Diversified Banks,118.04,14.7634,1.09533,16.5,TTM_YoY,16.5,0.35,7.73,99.23775,6.72,23.01502,0.9107194873288671,50.3503,0.06896551724137934,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,63.94723986321446,71.26803934185128,28.95701025891548,81.98205800062175,83.39032730825599,65.97934841995351,84.63605276013678,50.78163165608206,62.93980506717922,28.95701025891548
CI,Health Care,Health Care Services,272.21,11.8292,0.2712,114.21,TTM_YoY,114.21,-8.32,-2.03,15.26,15.06,3.45,0.29595438501221816,-3.1178,0.05347593582887711,0.8181818181818182,0.7828947368421053,33.0,0.0,0.0,0.0,92.01101928374655,76.57404080328982,51.5840220385675,30.881542699724516,79.20110192837467,68.46632331217312,67.90633608815426,40.74380165289256,62.921818980317006,30.881542699724516
TMO,Health Care,Life Sciences Tools & Services,618.72,35.4033,5.315,8.52,TTM_YoY,8.52,-5.27,12.52,3.22,13.100000000000001,17.16,0.9543799353545274,10.1494,0.08088235294117652,0.875,0.8310810810810811,32.0,4.25,4.25,8.538310923239967,49.54545454545453,44.41501976284585,58.81818181818182,75.6,88.27272727272728,63.96391304347826,91.81818181818183,58.50623346020508,62.87237712682363,44.41501976284585
CR,Industrials,Industrial Machinery & Supplies & Components,207.42,32.6503,5.2673,38.15,TTM_YoY,38.15,-11.75,18.11,-0.37,20.19,17.06,0.9857738533235219,33.432,0.006535947712418277,0.8888888888888888,0.8152173913043478,18.0,90.0,94.25,84.89281911636292,34.498834498834505,43.52983465132997,70.62937062937063,69.18414918414918,61.771561771561764,55.55212077641984,95.33799533799532,91.15992484934236,62.67368159100435,34.498834498834505
DXPE,Industrials,Trading Companies & Distributors,123.94,22.2867,0.9915,35.92,TTM_YoY,35.92,71.73,15.98,12.76,19.12,8.65,0.8889240006320114,24.6881,0.031746031746031744,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,73.9057239057239,77.99962239214574,52.35690235690235,57.037037037037024,67.34006734006734,66.24302212152679,76.26262626262626,45.75757575757575,62.145932848736585,52.35690235690235
GE,Industrials,Aerospace & Defense,325.12,42.538,7.8033,32.21,TTM_YoY,32.21,,,17.68,42.13,17.0,0.95577466412962,80.8835,0.019893899204244003,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,29.812834224598937,78.17648724740533,86.09625668449198,70.10695187165776,68.98395721925135,66.57914771686075,73.93048128342245,44.35828877005347,62.1349759274993,29.812834224598937
APH,Information Technology,Electronic Components,154.39,49.4588,9.0105,72.14,TTM_YoY,72.14,14.69,15.39,47.37,34.63,24.31,0.9810678152859861,120.9991,0.024347826086956514,0.72,0.6916666666666667,25.0,0.0,0.0,0.0,37.25071225071226,89.85264236318619,83.91112176158904,95.81250335967314,73.64672364672364,74.98645169072938,16.31054131054131,9.786324786324785,61.94642630984846,37.25071225071226
GILD,Health Care,Biotechnology,124.91,19.1089,5.3279,7633.29,TTM_YoY,7633.29,-57.39,-38.15,2.78,40.739999999999995,36.06,0.8999472016895461,36.2902,0.006006006006005982,0.7837837837837838,0.7559523809523809,37.0,0.0,0.0,0.0,66.50432900432901,58.17099567099567,86.14718614718615,82.2943722943723,62.77056277056276,70.2012987012987,47.61904761904761,28.571428571428566,61.87532467532468,58.17099567099567
WMT,Consumer Staples,Consumer Staples Merchandise Retail,119.7,41.6877,1.3584,17.2,TTM_YoY,17.2,13.97,6.82,4.34,25.380000000000003,4.12,0.9629450814725408,31.1062,0.0,0.9583333333333334,0.919811320754717,48.0,90.0,94.25,84.89281911636292,28.13852813852813,61.03896103896104,58.874458874458874,84.41558441558442,45.887445887445885,53.74458874458875,100.0,93.95712764654516,61.78709652498003,28.13852813852813
CAH,Health Care,Health Care Distributors,212.45,31.6471,0.2154,28.92,TTM_YoY,28.92,,,4.44,37.169999999999995,1.01,0.968024482904179,67.244,0.045454545454545525,0.8181818181818182,0.7685185185185185,22.0,0.0,0.0,0.0,72.5296442687747,46.59878558744343,50.98814229249011,93.67588932806325,80.23715415019763,68.13398636650055,60.07905138339922,36.04743083003953,61.71667525920835,46.59878558744343
MATX,Industrials,Marine Transportation,146.26,10.613,1.3481,9.49,TTM_YoY,9.49,-13.43,48.79,1.88,16.23,14.89,0.8815046089800773,3.5322,0.2222222222222222,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,78.099173553719,39.38750289642388,63.63636363636364,37.27272727272727,99.17355371900827,66.60890553796247,68.59504132231405,41.15702479338842,61.518529389047664,37.27272727272727
JLL,Real Estate,Real Estate Services,355.61,26.572,0.6629,32.0,TTM_YoY,32.0,-15.14,0.7,12.51,9.08,3.81,0.9887766946712756,37.0313,-0.04583333333333328,0.6875,0.6547619047619047,16.0,0.0,0.0,0.0,66.66666666666667,66.66666666666666,66.66666666666666,100.0,66.66666666666666,71.66666666666666,33.33333333333333,19.999999999999996,61.33333333333333,66.66666666666666
MSFT,Information Technology,Systems Software,459.86,32.5783,11.6328,16.02,TTM_YoY,16.02,12.24,18.8,15.59,31.53,45.94,0.546235640368366,8.3094,-0.0031982942430703876,0.9253731343283582,0.8993055555555556,67.0,90.0,94.25,84.89281911636292,43.58465608465608,57.54747472283543,91.66790288285615,55.70330438254966,25.264550264550262,53.23163996158954,99.33862433862434,93.56030224971977,61.29737241921559,25.264550264550262
ENS,Industrials,Electrical Components & Equipment,168.15,18.403,1.666,21.12,TTM_YoY,21.12,38.8,22.99,6.17,18.02,12.15,0.9889848812095035,78.3517,0.08333333333333337,0.75,0.6730769230769231,8.0,0.0,0.0,0.0,78.0564263322884,55.31419112630843,60.031347962382455,86.89655172413792,86.20689655172414,73.26659998074759,22.25705329153605,13.35423197492163,61.284126379582396,55.31419112630843
ATI,Industrials,Aerospace & Defense,124.35,37.9826,3.6864,9.29,TTM_YoY,9.29,,7.37,7.75,24.8,14.82,0.968593536640874,116.3738,0.06666666666666665,0.8666666666666667,0.7875000000000001,15.0,0.0,0.0,0.0,48.79679144385027,39.49805920669032,70.98930481283423,81.17647058823529,82.35294117647058,64.62153697502791,79.14438502673798,47.486631016042786,61.19455578323089,39.49805920669032
MLI,Industrials,Industrial Machinery & Supplies & Components,132.83,19.6841,3.5621,30.06,TTM_YoY,30.06,8.77,42.72,15.71,26.229999999999997,23.03,0.9909896380837965,62.2847,0.0,0.8333333333333334,0.7045454545454546,6.0,0.0,0.0,0.0,64.21911421911422,76.35121887458335,92.19114219114218,89.65034965034965,39.97668997668997,69.99401999869289,38.46153846153846,23.076923076923077,60.61060061433893,39.97668997668997
AROC,Energy,Oil & Gas Equipment & Services,26.47,17.4989,3.2255,64.31,TTM_YoY,64.31,78.72,8.43,31.94,19.28,33.8,0.6153100775193796,-10.4533,0.0,0.9333333333333333,0.8374999999999999,15.0,90.0,94.25,84.89281911636292,34.7926267281106,80.58755760368663,87.84562211981566,38.0184331797235,33.755760368663594,54.786866359447004,82.6036866359447,83.519339628112,60.53336101318001,33.755760368663594
STT,Financials,Asset Management & Custody Banks,128.02,11.9911,1.80473,47.21,TTM_YoY,47.21,5.73,8.18,181.1518,11.15,24.96261,0.8594347126941356,27.3958,0.022727272727272707,0.7727272727272727,0.7314814814814814,22.0,0.0,0.0,0.0,79.35393258426966,93.9563548557594,42.60805030643513,67.67811542390194,59.44522471910112,68.19669104265341,49.29775280898876,29.578651685393254,60.47308317120138,42.60805030643513
ADEA,Information Technology,IT Consulting & Other Services,19.415,28.9696,5.5964,74.62,TTM_YoY,74.62,,,10.53,18.32,32.57,0.9832869080779942,52.1552,0.0,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,55.092592592592595,64.80018176261481,80.82597784700587,85.86652690426276,42.052469135802475,63.536846760032695,79.55246913580247,47.73148148148148,60.375773704322455,42.052469135802475
VLY,Financials,Regional Banks,11.83,12.728,2.27179,41.13,TTM_YoY,41.13,-14.04,-4.22,77.66814,6.859999999999999,42.57981,0.8761329305135951,25.7173,0.024767801857585203,0.7894736842105263,0.7395833333333334,19.0,0.0,0.0,0.0,66.39532217381335,89.59785023946154,50.92451689562444,69.26822976381564,59.917450126117856,66.75313485788168,55.583581747305665,33.3501490483834,60.07253769598202,50.92451689562444
EHC,Health Care,Health Care Facilities,100.5,18.6911,1.7448,27.88,TTM_YoY,27.88,2.72,4.32,11.13,24.37,17.29,0.22476029328821207,6.4506,-0.003676470588235281,0.9375,0.8452380952380951,16.0,90.0,94.25,84.89281911636292,66.07744107744108,56.41438539989264,77.31481481481481,38.65319865319865,25.925925925925924,52.24078953789098,95.37037037037037,91.17934986876739,60.028501604066264,25.925925925925924
USFD,Consumer Staples,Food Distributors,85.71,34.2443,0.4885,3.13,TTM_YoY,3.13,40.57,2.96,4.8,12.24,2.67,0.995085908843609,25.896,0.03623188405797095,0.8695652173913043,0.8124999999999999,23.0,34.25,34.25,51.288254291475525,53.598484848484844,55.871212121212125,39.015151515151516,82.34848484848486,65.15151515151516,58.33712121212122,76.89393939393939,66.65166535295384,60.00003004028775,39.015151515151516
PEN,Health Care,Health Care Equipment,350.78,83.7503,10.2994,381.7,TTM_YoY,381.7,36.66,-23.21,14.61,13.08,12.95,0.9895331958132783,33.7273,0.125,0.9166666666666666,0.853448275862069,24.0,4.25,4.25,8.538310923239967,21.130221130221116,82.05468314163966,52.88697788697789,87.02702702702703,95.45454545454545,68.13206684945816,92.13759213759214,58.69787965185127,60.0,21.130221130221116
CRS,Industrials,Industrial Machinery & Supplies & Components,335.44,40.3945,5.776,82.17,TTM_YoY,82.17,,198.87,2.4,22.68,19.41,0.9355927369521817,67.11,0.16666666666666663,0.9166666666666666,0.8088235294117647,12.0,4.25,4.25,8.538310923239967,23.193473193473196,61.110384942160636,81.58508158508158,77.52913752913753,99.06759906759905,69.57405834041347,92.3076923076923,58.79993975391137,60.0,23.193473193473196
HOOD,Financials,Investment Banking & Brokerage,108.74,44.566,23.2583,311.72,TTM_YoY,311.72,,,74.58,26.950000000000003,47.57,0.6367154884987829,135.9809,0.0741935483870968,0.7741935483870968,0.7430555555555556,31.0,0.0,0.0,0.0,6.494382022471906,94.54545454545455,89.60674157303373,72.38651685393259,83.41573033707866,69.8412257405516,54.741573033707866,32.84494382022472,60.0,6.494382022471906
IBKR,Financials,Investment Banking & Brokerage,73.36,135.688,12.2975,29.36,TTM_YoY,29.36,28.8,27.01,11.96,19.6,44.58,0.946753853339561,55.9524,0.125,0.9375,0.8452380952380951,16.0,34.25,34.25,51.288254291475525,6.044943820224713,58.141649048625794,80.20326864147088,85.01491317671093,93.70786516853933,65.05717557070575,99.10112359550563,79.97597587389359,60.0,6.044943820224713
CHDN,Consumer Discretionary,Casinos & Gaming,106.88,18.4745,2.5839,0.02,TTM_YoY,0.02,21.66,27.57,7.97,38.129999999999995,23.82,0.5020032995522037,-14.2009,0.0029239766081871066,0.9473684210526315,0.8645833333333333,19.0,90.0,94.25,84.89281911636292,56.11559139784946,53.5020908004779,78.29301075268818,23.37167283624185,56.58602150537634,55.23439489198347,93.14516129032259,89.84422442073873,60.0,23.37167283624185
FIX,Industrials,Construction & Engineering,1119.98,47.1619,4.7461,80.63,TTM_YoY,80.63,54.85,36.51,27.71,43.59,13.39,0.9689291170355736,121.7124,0.019230769230769273,0.7692307692307693,0.7083333333333334,13.0,0.0,0.0,0.0,19.744318181818176,91.08963466440102,86.2215909090909,88.52272727272728,69.60227272727273,70.0900860237893,42.89772727272727,25.738636363636363,60.0,19.744318181818176
VITL,Consumer Staples,Agricultural Products & Services,29.25,21.4845,1.8397,18.52,TTM_YoY,18.52,177.44,80.82,23.56,20.34,11.23,0.0177807398630859,-32.1975,0.0032679738562091387,0.9444444444444444,0.8586956521739131,18.0,90.0,94.25,84.89281911636292,41.69960474308301,86.16600790513834,80.23715415019763,17.786561264822133,55.73122529644269,58.22134387351779,96.04743083003953,91.58558614456888,60.0,17.786561264822133
V,Financials,Transaction & Payment Processing Services,328.3,31.2986,16.1414,9.45,TTM_YoY,9.45,13.37,15.85,11.38,52.470000000000006,62.21,0.382956476277611,3.4831,0.07234042553191489,0.8723404255319149,0.841346153846154,47.0,64.25,64.25,74.05652362290695,10.212680577849115,45.23557837511326,94.00718663359113,38.66117029038377,87.96147672552166,57.68063384224868,98.3948635634029,88.65952758720451,60.0,10.212680577849115
VICR,Industrials,Electrical Components & Equipment,149.88,81.3494,16.8746,1787.15,TTM_YoY,1787.15,-52.39,-16.69,11.55,13.77,19.0,0.9567148092261263,209.7974,0.2333333333333334,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,6.1128526645767955,86.83385579937305,64.576802507837,86.70846394984328,100.0,69.51097178683386,85.57993730407524,51.34796238244515,60.0,6.1128526645767955
WDC,Information Technology,"Technology Hardware, Storage & Peripherals",221.51,29.3771,6.3101,2.46,3Y,,2.46,,-16.35,35.06,24.86,0.9555169848747832,356.2626,0.03125,0.8125,0.7770270270270271,32.0,0.0,0.0,0.0,59.77777777777777,22.798742138364783,78.38213914849429,95.85185185185185,72.2962962962963,64.64358366477923,76.66666666666669,46.00000000000001,60.0,22.798742138364783
GOOGL,Communication Services,Interactive Media & Services,330.0,32.0653,10.3356,32.61,TTM_YoY,32.61,12.76,26.76,13.42,35.0,32.19,0.9475395079015803,71.0642,0.03522504892367906,0.8571428571428571,0.8366666666666666,70.0,90.0,94.25,84.89281911636292,22.181818181818173,68.4976076555024,83.27272727272728,93.2,74.36363636363637,67.36133971291866,88.54545454545455,87.08440037381789,60.0,22.181818181818173
HWM,Industrials,Aerospace & Defense,224.89,62.3585,11.3379,36.29,TTM_YoY,36.29,68.1,22.65,9.7,29.7,25.1,0.9837478320182482,82.8671,0.041871921182266014,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,18.181818181818176,65.31644093491263,89.03743315508021,84.6524064171123,75.1336898395722,65.9884218768221,73.93048128342245,44.35828877005347,60.0,18.181818181818176
GOOG,Communication Services,Interactive Media & Services,330.34,32.0653,10.3356,32.61,TTM_YoY,32.61,12.76,26.76,13.42,35.0,32.19,0.9492398479695937,71.0642,0.03522504892367906,0.8571428571428571,0.8366666666666666,70.0,90.0,94.25,84.89281911636292,22.181818181818173,68.4976076555024,83.27272727272728,96.25454545454545,74.36363636363637,67.81952153110049,88.54545454545455,87.08440037381789,60.0,22.181818181818173
