Ticker,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EPS_Growth,EPS_Growth_Source,EPS_Growth_TTMYoY,EPS_Growth_3Y,EPS_Growth_5Y,Rev_Growth,ROE,Op_Margin,Mom_Range,Mom_12M,Rev_Change,Rec_BuyRatio,Shrunk_Ratio,Analyst_Count,Streak_Days,Streak_Days_Raw,Streak_Score,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Consensus_Score,Sentiment_Score,Alpha_Score,Min_Fund_Factor
BG,Consumer Staples,Agricultural Products & Services,105.46,15.4133,0.3392,17.66,TTM_YoY,17.66,-16.27,,10.29,10.99,2.8,0.9704232534421211,29.2244,0.15000000000000002,0.85,0.79,20.0,0.0,0.0,0.0,77.86561264822134,69.96047430830039,34.1897233201581,83.399209486166,100.0,73.91304347826087,63.636363636363626,38.18181818181817,66.76679841897234,34.1897233201581
C,Financials,Diversified Banks,112.41,13.6908,1.09533,88.9,TTM_YoY,88.9,-15.18,-5.26,99.23775,6.94,23.01502,0.8287212350713662,52.9388,0.06896551724137934,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,66.87835857352223,93.31050648037504,29.689789936492424,77.8851534396234,83.39032730825599,70.50608584108545,84.63605276013678,50.78163165608206,66.56119500408477,29.689789936492424
MCK,Health Care,Health Care Distributors,834.16,25.522,0.2659,66.52,TTM_YoY,66.52,52.67,39.07,17.23,39.43,1.36,0.8110560802288735,40.4948,0.045454545454545414,0.8636363636363636,0.8055555555555556,22.0,3.5,3.5,7.086385420848074,75.49407114624506,76.96124763705104,57.312252964426875,72.29249011857706,71.73913043478261,70.73217047602681,77.27272727272727,49.19819053197559,66.42537448721657,57.312252964426875
TMDX,Health Care,Health Care Equipment,141.96,52.8658,8.566,144.86,TTM_YoY,144.86,,,41.2,31.41,16.94,0.8609900990099011,126.9907,0.07777777777777783,0.8,0.7500000000000001,20.0,0.0,0.0,0.0,30.958230958230953,92.77854930028843,77.45700245700246,94.25061425061426,82.43243243243244,74.98445678880461,53.13267813267814,31.879606879606882,66.36348680696507,30.958230958230953
WAL,Financials,Regional Banks,88.32,10.702,2.03505,24.59,TTM_YoY,24.59,-6.1,8.28,69.87056,12.790000000000001,41.20746,0.8372155287817935,5.6712,0.0,0.9,0.8300000000000001,20.0,90.0,93.5,84.89281911636292,83.91423985324467,73.63750071910371,68.48346527068438,42.3772174855642,28.47970648933731,58.68355041377551,98.62416876863105,93.1316289077238,65.57316611256518,28.47970648933731
KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,71.44,23.5167,6.4294,25.45,TTM_YoY,25.45,3.01,3.54,2.8,47.010000000000005,31.42,0.7752293577981653,15.1515,0.0,0.8857142857142857,0.8437499999999999,35.0,90.0,93.5,84.89281911636292,33.4710743801653,58.4710743801653,95.86776859504133,65.86776859504133,48.34710743801652,59.52892561983471,91.73553719008264,88.99844996059474,65.42283048798672,33.4710743801653
OPCH,Health Care,Health Care Facilities,35.51,26.9589,1.0192,5.27,TTM_YoY,5.27,16.65,,15.79,15.28,6.03,0.9973463069438301,23.6421,0.01388888888888884,0.8888888888888888,0.8152173913043478,18.0,63.5,63.5,73.64467910797579,67.08754208754209,55.444542038744935,45.833333333333336,79.8989898989899,65.993265993266,62.15624847508906,81.56565656565657,78.39726558258425,65.4044518965881,45.833333333333336
NBIX,Health Care,Biotechnology,135.33,31.377,5.0059,12.16,TTM_YoY,12.16,53.21,53.47,19.61,15.82,20.51,0.6728110599078342,-2.9962,0.032773109243697474,0.8857142857142857,0.8437499999999999,35.0,90.0,93.5,84.89281911636292,61.688311688311686,55.94344061735365,61.95887445887446,31.623376623376622,72.40259740259741,58.762281197063814,96.21212121212122,91.6844003738179,65.34670503241463,31.623376623376622
MPWR,Information Technology,Semiconductors,983.6,24.856,17.7026,341.32,TTM_YoY,341.32,93.47,72.79,30.48,56.64,26.01,0.7957985157482614,66.7514,0.040000000000000036,0.8,0.7583333333333334,25.0,0.0,0.0,0.0,47.92715073088905,87.37373737373737,82.29227423373075,72.62469617609804,75.84471603163192,73.37351590199412,55.35585909417684,33.2135154565061,65.34151581289652,47.92715073088905
HALO,Health Care,Biotechnology,72.96,14.1533,6.7813,57.4,TTM_YoY,57.4,7.75,,31.19,141.55,59.33,0.7956249999999998,35.5378,0.04583333333333328,0.7333333333333333,0.6875,15.0,0.0,0.0,0.0,62.39177489177489,75.42819499341238,100.0,66.62337662337661,84.95670995670996,78.79667795972144,18.181818181818183,10.90909090909091,65.21916054959533,62.39177489177489
STRL,Industrials,Construction & Engineering,319.27,30.45,4.3054,72.95,TTM_YoY,72.95,56.63,41.21,6.2,35.620000000000005,19.68,0.6906133828996283,86.3697,0.09999999999999998,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,35.51136363636364,57.96118309260832,89.77272727272728,66.36363636363636,93.4659090909091,69.97007752761257,75.99431818181819,45.596590909090914,65.09538020390825,35.51136363636364
ADMA,Health Care,Biotechnology,18.28,20.1128,8.6224,206.77,TTM_YoY,206.77,,,27.62,53.98,33.25,0.39276910435497125,7.3378,0.0888888888888888,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,47.83549783549783,82.95125164690381,84.95670995670994,36.25541125541126,96.75324675324674,72.7753152644457,56.16883116883117,33.7012987012987,64.9605119518163,36.25541125541126
UBER,Industrials,Passenger Ground Transportation,84.65,10.5702,3.5454,282.23,TTM_YoY,282.23,,,18.25,70.61,8.72,0.5807543520309479,30.5521,0.013387978142076484,0.8166666666666667,0.7961538461538461,60.0,0.0,0.0,0.0,61.038961038961034,93.4700813205486,69.26406926406926,49.43722943722943,63.636363636363626,68.0792976493911,86.14718614718613,51.68831168831168,64.80110045717521,49.43722943722943
TNL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",73.46,11.4971,1.1912,3.29,TTM_YoY,3.29,18.11,1.16,3.6,121.75,19.71,0.9284599375650364,41.7052,0.012499999999999956,0.8125,0.75,16.0,0.0,0.0,0.0,76.72811059907835,37.73041474654378,84.7926267281106,84.14973181234419,69.81566820276497,69.92660723728942,61.05990783410138,36.635944700460826,63.2684747299237,37.73041474654378
WBS,Financials,Regional Banks,63.62,11.0754,2.72593,21.16,TTM_YoY,21.16,-0.12,1.64,93.49402,9.959999999999999,43.21621,0.8922906676503133,12.6815,0.0,0.8636363636363636,0.8055555555555556,22.0,90.0,93.5,84.89281911636292,63.79270809447375,82.03831744114136,62.56349322159916,57.400213149611226,28.47970648933731,57.40886234621887,87.47993579454254,86.44508912327069,63.216107701629234,28.47970648933731
TMO,Health Care,Life Sciences Tools & Services,621.83,35.2236,5.2881,8.52,TTM_YoY,8.52,-5.27,12.52,3.22,13.100000000000001,17.16,0.9742395515621136,11.6411,0.08088235294117652,0.875,0.8310810810810811,32.0,3.5,3.5,7.086385420848074,49.090909090909086,44.41501976284585,58.81818181818182,75.6,88.27272727272728,63.87300395256917,91.81818181818183,57.925463259248325,62.683495813905004,44.41501976284585
STT,Financials,Asset Management & Custody Banks,134.72,12.5044,1.80473,47.21,TTM_YoY,47.21,5.73,8.18,181.1518,11.15,24.96261,0.9989511899959661,41.1567,0.022727272727272707,0.7727272727272727,0.7314814814814814,22.0,0.0,0.0,0.0,79.5119382022472,91.59326408306622,40.69442671092952,88.83522727272728,59.44522471910112,70.54651606993296,49.29775280898876,29.578651685393254,62.35294319302502,40.69442671092952
CR,Industrials,Industrial Machinery & Supplies & Components,203.2,32.1592,5.1881,38.15,TTM_YoY,38.15,-11.75,18.11,-0.37,20.19,17.06,0.943391552087204,35.0729,0.006535947712418277,0.8888888888888888,0.8152173913043478,18.0,90.0,93.5,84.89281911636292,34.26573426573427,43.76947040498442,70.62937062937063,65.5011655011655,61.771561771561764,55.00098032808313,95.33799533799532,91.15992484934236,62.23276923233499,34.26573426573427
CAH,Health Care,Health Care Distributors,213.56,31.4489,0.2141,28.92,TTM_YoY,28.92,,,4.44,37.169999999999995,1.01,0.985580465214188,72.1841,0.045454545454545525,0.8181818181818182,0.7685185185185185,22.0,0.0,0.0,0.0,73.02371541501977,46.59878558744343,50.98814229249011,94.86166007905139,80.23715415019763,68.41066620839777,60.07905138339922,36.04743083003953,61.938019132726126,46.59878558744343
ATI,Industrials,Aerospace & Defense,123.24,36.9578,3.5869,9.29,TTM_YoY,9.29,,7.37,7.75,24.8,14.82,0.9744153623813732,126.2182,0.06666666666666665,0.8666666666666667,0.7875000000000001,15.0,0.0,0.0,0.0,48.529411764705884,39.781265097372845,70.98930481283423,87.05882352941177,82.35294117647058,65.507055158512,79.14438502673798,47.486631016042786,61.902970330018164,39.781265097372845
GE,Industrials,Aerospace & Defense,318.88,42.814,7.854,32.21,TTM_YoY,32.21,,,17.68,42.13,17.0,0.9197947298621921,80.3008,0.019893899204244003,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,28.074866310160434,78.45969313808786,86.09625668449198,68.98395721925132,68.98395721925135,66.11974611424858,73.93048128342245,44.35828877005347,61.76745464540957,28.074866310160434
APH,Information Technology,Electronic Components,146.75,47.7225,8.6941,72.14,TTM_YoY,72.14,14.69,15.39,47.37,34.63,24.31,0.9745305417655945,108.8373,0.024347826086956514,0.72,0.6916666666666667,25.0,0.0,0.0,0.0,38.964773544212804,89.75824175824175,83.76015626059709,93.37167505391804,73.40043134435656,74.85249340678718,15.708123652048883,9.42487419122933,61.76696956367561,38.964773544212804
DXPE,Industrials,Trading Companies & Distributors,115.58,20.3986,0.9075,35.92,TTM_YoY,35.92,71.73,15.98,12.76,19.12,8.65,0.7568336230052141,24.1409,0.031746031746031744,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,77.44107744107744,78.34576292520217,52.35690235690235,47.811447811447806,67.34006734006734,65.6354825513704,76.26262626262626,45.75757575757575,61.65990119261147,47.811447811447806
GILD,Health Care,Biotechnology,124.07,18.8519,5.2563,7633.29,TTM_YoY,7633.29,-57.39,-38.15,2.78,40.739999999999995,36.06,0.8808850012863392,36.3407,0.006006006006005982,0.7837837837837838,0.7559523809523809,37.0,0.0,0.0,0.0,66.77489177489177,58.17099567099567,86.14718614718615,80.04329004329004,62.77056277056276,69.91774891774892,47.61904761904761,28.571428571428566,61.648484848484856,58.17099567099567
WMT,Consumer Staples,Consumer Staples Merchandise Retail,120.04,41.6877,1.3584,17.2,TTM_YoY,17.2,13.97,6.82,4.34,25.380000000000003,4.12,0.9711526855763429,32.2172,0.0,0.9583333333333334,0.919811320754717,48.0,90.0,93.5,84.89281911636292,25.974025974025974,58.87445887445887,58.874458874458874,86.14718614718615,45.887445887445885,53.138528138528144,100.0,93.95712764654516,61.30224804013156,25.974025974025974
ENS,Industrials,Electrical Components & Equipment,162.92,17.9631,1.6261,21.12,TTM_YoY,21.12,38.8,22.99,6.17,18.02,12.15,0.9780269566202285,75.8636,0.08333333333333337,0.75,0.6730769230769231,8.0,0.0,0.0,0.0,78.0564263322884,55.64796949746998,60.031347962382455,83.63636363636364,86.20689655172414,72.84432744181375,22.25705329153605,13.35423197492163,60.94630834843532,55.64796949746998
MATX,Industrials,Marine Transportation,131.92,9.4229,1.1969,9.49,TTM_YoY,9.49,-13.43,48.79,1.88,16.23,14.89,0.6683021112102289,-7.3661,0.2222222222222222,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,81.81818181818181,39.81231173244767,63.63636363636364,26.528925619834713,99.17355371900827,65.8260987101259,68.59504132231405,41.15702479338842,60.89228392677841,26.528925619834713
ENVA,Financials,Consumer Finance,159.9,13.2856,2.2385,74.38,TTM_YoY,74.38,2.99,47.49,20.81,23.919999999999998,40.59,0.9016499949592822,57.5525,0.0,0.8571428571428571,0.7763157894736842,14.0,0.0,0.0,0.0,54.43196004993759,75.48893827963595,82.22108727726706,83.64468656603486,33.16687473990845,63.266818791250465,84.60258010819808,50.76154806491885,60.76576464598415,33.16687473990845
MSFT,Information Technology,Systems Software,459.38,33.3441,11.9062,16.02,TTM_YoY,16.02,12.24,18.8,15.59,31.53,45.94,0.5439570872495963,10.5156,-0.0031982942430703876,0.9253731343283582,0.8993055555555556,67.0,90.0,93.5,84.89281911636292,43.541388518024036,57.182103610675036,91.5894148172406,50.617966812893386,25.400534045393858,52.405409922470405,99.3324432576769,93.5565936011513,60.635646658206596,25.400534045393858
MLI,Industrials,Industrial Machinery & Supplies & Components,128.57,18.9327,3.4261,30.06,TTM_YoY,30.06,8.77,42.72,15.71,26.229999999999997,23.03,0.9905327342747111,59.437,0.0,0.8333333333333334,0.7045454545454546,6.0,0.0,0.0,0.0,66.43356643356643,76.59085462823779,92.19114219114218,85.03496503496504,39.97668997668997,69.79252990000653,38.46153846153846,23.076923076923077,60.449408535389836,39.97668997668997
AROC,Energy,Oil & Gas Equipment & Services,25.94,17.2708,3.1835,64.31,TTM_YoY,64.31,78.72,8.43,31.94,19.28,33.8,0.563953488372093,-3.3766,0.0,0.9333333333333333,0.8374999999999999,15.0,90.0,93.5,84.89281911636292,31.854838709677423,80.58755760368663,87.84562211981566,40.322580645161295,33.755760368663594,54.544930875576036,82.6036866359447,83.519339628112,60.33981262608323,31.854838709677423
ADEA,Information Technology,IT Consulting & Other Services,18.96,28.2907,5.4652,74.62,TTM_YoY,74.62,,,10.53,18.32,32.57,0.9653979238754324,47.3193,0.0,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,57.515576323987545,64.4884403036577,80.66515311820373,82.43435692033822,41.95872274143302,63.388668172578775,79.3613707165109,47.61682242990654,60.23429902404433,41.95872274143302
CTRA,Energy,Oil & Gas Exploration & Production,25.36,11.6566,2.7096,31.22,TTM_YoY,31.22,-13.16,-1.61,25.13,11.62,31.17,0.3976377952755906,-12.1275,0.009775171065493637,0.8484848484848485,0.8092105263157896,33.0,33.5,33.5,50.514970673228774,48.007590132827325,76.32060644394609,69.25996204933587,39.56356736242884,60.626185958254275,59.80871331914975,68.21631878557875,61.13577954063876,60.074126563447564,39.56356736242884
RRR,Consumer Discretionary,Casinos & Gaming,61.87,34.1671,3.2533,0.99,TTM_YoY,0.99,-10.55,,4.69,85.86,30.3,0.9047297297297296,37.2145,0.08359133126934981,0.7894736842105263,0.7395833333333334,19.0,0.0,0.0,0.0,22.244623655913983,45.73626045400239,95.96774193548387,74.45222986074387,95.96774193548387,67.9494951720626,53.36021505376344,32.016129032258064,60.0,22.244623655913983
FIX,Industrials,Construction & Engineering,1053.1,43.4552,4.3731,80.63,TTM_YoY,80.63,54.85,36.51,27.71,43.59,13.39,0.9674048610394027,125.7788,0.019230769230769273,0.7692307692307693,0.7083333333333334,13.0,0.0,0.0,0.0,19.034090909090907,91.08963466440102,86.2215909090909,92.72727272727272,69.60227272727273,70.57872238742566,42.89772727272727,25.738636363636363,60.0,19.034090909090907
MSI,Information Technology,Communications Equipment,389.23,30.7765,5.757,36.57,TTM_YoY,36.57,8.87,13.36,6.16,110.80000000000001,25.25,0.22482312208339605,-15.539,0.09649122807017552,0.8333333333333334,0.7717391304347826,18.0,0.0,0.0,0.0,60.538188849500486,47.901842729428935,87.8383062039779,16.364808250080568,96.77731227844022,65.9047168637036,61.7144698678698,37.02868192072188,60.0,16.364808250080568
CRS,Industrials,Industrial Machinery & Supplies & Components,323.0,38.0385,5.4391,82.17,TTM_YoY,82.17,,198.87,2.4,22.68,19.41,0.876461640840384,64.7119,0.16666666666666663,0.9166666666666666,0.8088235294117647,12.0,3.5,3.5,7.086385420848074,23.892773892773896,61.110384942160636,81.58508158508158,76.78321678321677,99.06759906759905,69.6020303683855,92.3076923076923,58.21916955295461,60.0,23.892773892773896
NDAQ,Financials,Financial Exchanges & Data,100.07,35.0486,6.9728,67.57,TTM_YoY,67.57,-6.38,4.53,16.44,13.96,27.61,0.9685223367697592,31.2393,0.06956521739130428,0.8695652173913043,0.8124999999999999,23.0,33.5,33.5,50.514970673228774,22.342264477095938,76.75435030086193,52.97399229983499,88.48511039522273,86.17113223854795,65.22967103447897,91.83232497839239,75.30538325632693,60.0,22.342264477095938
RGLD,Materials,Gold,254.19,44.14,24.7062,66.92,TTM_YoY,66.92,33.79,10.69,28.11,14.729999999999999,65.38,0.9777777777777776,87.6218,0.02083333333333337,0.8333333333333334,0.7717391304347826,18.0,0.0,0.0,0.0,17.676767676767682,95.73863636363637,87.62626262626262,81.8181818181818,60.1010101010101,67.50631313131314,77.77777777777779,46.66666666666667,60.0,17.676767676767682
PEN,Health Care,Health Care Equipment,313.43,74.0807,9.1103,381.7,TTM_YoY,381.7,36.66,-23.21,14.61,13.08,12.95,0.8882571194526095,23.9393,0.125,0.9166666666666666,0.853448275862069,24.0,3.5,3.5,7.086385420848074,23.402948402948397,82.05468314163966,52.88697788697789,81.37592137592138,95.45454545454545,67.73894645633776,92.13759213759214,58.11710945089451,60.0,23.402948402948397
PLNT,Consumer Discretionary,Leisure Facilities,100.68,40.8611,6.5335,32.05,TTM_YoY,32.05,57.69,7.27,14.39,35.79,29.34,0.48448598130841153,-3.7936,0.005434782608695676,0.875,0.8189655172413793,24.0,90.0,93.5,84.89281911636292,14.736070381231675,82.31069010638902,83.13782991202346,34.54160857651074,67.74193548387096,58.15364323737319,95.60117302052787,91.31783145886189,60.0,14.736070381231675
CHDN,Consumer Discretionary,Casinos & Gaming,108.08,18.6024,2.6018,0.02,TTM_YoY,0.02,21.66,27.57,7.97,38.129999999999995,23.82,0.49271871236176495,-17.7223,0.0029239766081871066,0.9473684210526315,0.8645833333333333,19.0,90.0,93.5,84.89281911636292,56.11559139784946,53.5020908004779,78.29301075268818,20.657059756742463,56.58602150537634,54.82720293005856,93.14516129032259,89.84422442073873,60.0,20.657059756742463
V,Financials,Transaction & Payment Processing Services,329.17,31.2586,16.1208,9.45,TTM_YoY,9.45,13.37,15.85,11.38,52.470000000000006,62.21,0.3943275388838063,6.4965,0.07234042553191489,0.8723404255319149,0.841346153846154,47.0,63.5,63.5,73.64467910797579,9.41011235955056,45.23557837511326,94.00718663359113,37.81336640887203,87.96147672552166,57.39294961636221,98.3948635634029,88.49478978123204,60.0,9.41011235955056
APP,Information Technology,Application Software,617.76,73.7539,37.8175,148.76,TTM_YoY,148.76,252.84,68.68,40.81,262.94,59.92,0.7654601823485168,92.3947,0.018181818181818188,0.8181818181818182,0.7828947368421053,33.0,0.0,0.0,0.0,15.963920886763749,93.7140088593577,99.78265594435993,88.73040022355389,54.27081069332753,68.76937984496125,73.44055640078243,44.06433384046945,60.0,15.963920886763749
AVGO,Information Technology,Semiconductors,339.89,69.2729,25.0756,290.4,TTM_YoY,290.4,20.59,46.63,23.87,31.47,39.97,0.7297746916928863,51.2639,0.0030323450134770447,0.9464285714285714,0.9139344262295082,56.0,90.0,93.5,84.89281911636292,22.645578720345082,82.99478299478298,89.15467357541064,59.938379377631705,56.48214713635274,62.07030074884068,100.0,93.95712764654516,60.0,22.645578720345082
CI,Health Care,Health Care Services,271.0,11.8119,0.2708,114.21,TTM_YoY,114.21,-8.32,-2.03,15.26,15.06,3.45,0.2850031677074849,-4.9223,0.05347593582887711,0.8181818181818182,0.7828947368421053,33.0,0.0,0.0,0.0,92.01101928374655,76.57404080328982,51.5840220385675,24.79338842975207,79.20110192837467,67.55310017167724,67.90633608815426,40.74380165289256,60.0,24.79338842975207
HWM,Industrials,Aerospace & Defense,220.25,61.0719,11.104,36.29,TTM_YoY,36.29,68.1,22.65,9.7,29.7,25.1,0.9716622852848825,84.789,0.041871921182266014,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,16.443850267379677,65.59964682559516,89.03743315508021,82.29946524064171,75.1336898395722,65.34452829560031,73.93048128342245,44.35828877005347,60.0,16.443850267379677
IBKR,Financials,Investment Banking & Brokerage,71.35,131.9703,11.9605,29.36,TTM_YoY,29.36,28.8,27.01,11.96,19.6,44.58,0.9506538366641993,56.2637,0.125,0.9375,0.8452380952380951,16.0,33.5,33.5,50.514970673228774,6.044943820224713,57.21141649048626,80.20326864147088,90.5458631256384,93.70786516853933,65.70077155141696,99.10112359550563,79.66666242659488,60.0,6.044943820224713
HOOD,Financials,Investment Banking & Brokerage,119.67,49.0455,25.5961,311.72,TTM_YoY,311.72,,,74.58,26.950000000000003,47.57,0.7247187799668116,186.5661,0.0741935483870968,0.7741935483870968,0.7430555555555556,31.0,0.0,0.0,0.0,6.044943820224713,94.54545454545455,89.60674157303373,75.2629213483146,83.41573033707866,70.18279877425945,54.741573033707866,32.84494382022472,60.0,6.044943820224713
GOOGL,Communication Services,Interactive Media & Services,335.84,32.5375,10.4878,32.61,TTM_YoY,32.61,12.76,26.76,13.42,35.0,32.19,0.9767453490698138,77.0748,0.03522504892367906,0.8571428571428571,0.8366666666666666,70.0,90.0,93.5,84.89281911636292,22.181818181818173,68.4976076555024,83.27272727272728,94.65454545454546,74.36363636363637,67.57952153110048,88.54545454545455,87.08440037381789,60.0,22.181818181818173
NJR,Utilities,Gas Utilities,47.22,14.1921,3.6598,14.03,TTM_YoY,14.03,5.34,14.21,27.79,13.98,39.1,0.5147159479808348,2.6522,0.09090909090909094,0.8181818181818182,0.734375,11.0,0.0,0.0,0.0,51.272727272727266,83.0909090909091,85.0909090909091,17.090909090909093,85.0909090909091,67.72727272727272,74.54545454545453,44.72727272727272,60.0,17.090909090909093
